Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	DIA_1_S5-B1_1_12203.d	DIA_2_S5-C1_1_12204.d	DIA_3_S5-D1_1_12205.d	DIA_4_S5-E1_1_12206.d	DIA_5_S5-F1_1_12207.d	DIA_6_S5-G1_1_12208.d	DIA_7_S5-A2_1_12209.d	DIA_8_S5-B2_1_12210.d	DIA_9_S5-C2_1_12211.d	DIA_10_S5-D2_1_12212.d	DIA_11_S5-E2_1_12213.d	DIA_12_S5-F2_1_12214.d	DIA_13_S5-G2_1_12215.d	DIA_14_S5-A3_1_12216.d	DIA_15_S5-B3_1_12217.d	DIA_16_S5-C3_1_12218.d	DIA_17_S5-D3_1_12219.d	DIA_18_S5-E3_1_12220.d	DIA_19_S5-F3_1_12221.d	DIA_20_S5-G3_1_12222.d	DIA_21_S5-A4_1_12223.d	DIA_22_S5-B4_1_12224.d	DIA_23_S5-C4_1_12225.d	DIA_24_S5-D4_1_12226.d	DIA_25_S5-E4_1_12227.d	DIA_26_S5-F4_1_12228.d	DIA_27_S5-G4_1_12229.d	DIA_28_S5-A5_1_12230.d	DIA_29_S5-B5_1_12231.d	DIA_30_S5-C5_1_12232.d	DIA_31_S5-D5_1_12233.d	DIA_32_S5-E5_1_12234.d	DIA_33_S5-F5_1_12235.d	DIA_34_S5-G5_1_12236.d	DIA_35_S5-A6_1_12237.d	DIA_36_S5-B6_1_12238.d	DIA_37_S5-C6_1_12239.d	DIA_38_S5-D6_1_12240.d	DIA_39_S5-E6_1_12241.d	DIA_40_S5-F6_1_12242.d	DIA_41_S5-G6_1_12243.d	DIA_42_S5-A7_1_12244.d	DIA_43_S5-B7_1_12245.d	DIA_44_S5-C7_1_12246.d	DIA_45_S5-D7_1_12247.d	DIA_46_S5-E7_1_12248.d	DIA_47_S5-F7_1_12249.d	DIA_48_S6-B1_1_12252.d	DIA_49_S6-C1_1_12253.d	DIA_50_S6-D1_1_12254.d	DIA_51_S6-E1_1_12255.d	DIA_52_S6-F1_1_12256.d	DIA_53_S6-G1_1_12257.d	DIA_54_S6-A2_1_12258.d	DIA_55_S6-B2_1_12259.d	DIA_56_S6-C2_1_12260.d	DIA_57_S6-D2_1_12261.d	DIA_58_S6-E2_1_12262.d	DIA_59_S6-F2_1_12263.d	DIA_60_S6-G2_1_12264.d	DIA_61_S6-A3_1_12265.d	DIA_62_S6-B3_1_12266.d	DIA_63_S6-C3_1_12267.d	DIA_64_S6-D3_1_12268.d	DIA_65_S6-E3_1_12269.d	DIA_66_S6-F3_1_12270.d	DIA_67_S6-G3_1_12271.d	DIA_68_S6-A4_1_12272.d	DIA_69_S6-B4_1_12273.d	DIA_70_S6-C4_1_12274.d	DIA_71_S6-D4_1_12275.d	DIA_72_S6-E4_1_12276.d	DIA_73_S6-F4_1_12277.d	DIA_74_S6-G4_1_12278.d	DIA_75_S6-A5_1_12279.d	DIA_76_S6-B5_1_12280.d	DIA_77_S6-C5_1_12281.d	DIA_78_S6-D5_1_12282.d	DIA_79_S6-E5_1_12283.d	DIA_80_S6-F5_1_12284.d	DIA_81_S6-G5_1_12285.d	DIA_82_S6-A6_1_12286.d	DIA_83_S6-B6_1_12287.d	DIA_84_S6-C6_1_12288.d	DIA_85_S6-D6_1_12289.d	DIA_86_S6-E6_1_12290.d	DIA_87_S6-F6_1_12291.d	DIA_88_S6-G6_1_12292.d	DIA_89_S6-A7_1_12293.d	DIA_90_S6-B7_1_12294.d	DIA_91_S6-C7_1_12295.d	DIA_92_S6-D7_1_12296.d	DIA_93_S6-E7_1_12297.d	DIA_94_S6-F7_1_12298.d	DIA_95_S6-G7_1_12299.d	DIA_96_S6-A8_1_12300.d	DIA_97_S6-B8_1_12301.d	DIA_98_S6-C8_1_12302.d	DIA_Pool1_S5-A1_1_12202.d	DIA_Pool2_S5-G7_1_12250.d	DIA_Pool3_S6-A1_1_12251.d	DIA_Pool4_S6-D8_1_12303.d
Q8WW22	Q8WW22	DNJA4_HUMAN	DNAJA4	DnaJ homolog subfamily A member 4	1818.16	1651.51	2651.33					2610.25			5238.84										1873.12						1620.09																													2201.02		2456.77			2506.42														2082.79	5422.79	9128.56	3326.69	2306.93	3042.37						3015.42							1713.9						1920.45			
Q8WWA1	Q8WWA1	TMM40_HUMAN	TMEM40	Transmembrane protein 40		5784.4	1039.7	2380.47	1314.15	12489.7		2393.34	2858.52		1187.05	1409.67	1742.81		10697.2	1938.86	7790.23	4124.08	1122.19	7518.4	4497.34	1792.41		2727.62	8478.24	1813.41	2931.08	8959.59	4469.92	1941.07		2237.02	948.036	1867.14	1584.76	4734.42	2311.3	3433.23	2382.64	3062.29	1099.17	2113.79	2653.04	2723.77		1273.1	3106.1	3359.28	5135.1	3766.85		2158.82	5974.88		9297.93	1709.69	1525.82		6766.89	2540.69	2818.57		4813.22	7646.79	3169.99	4283.38	8244.45	1448.01	2668.81	1116.08	4109.05		1943.56		718.118	1762.9		1609.62		6717.73	2699.9	1179.01	2588.39		2526.97	2179.53	5191.22		2067.9	7390.5	1245.89	15604.5			1922.73	3126.78	1998.63	3449.92	2815.48	4580.48	3604.74	2778.21
Q8WWI1	Q8WWI1	LMO7_HUMAN	LMO7	LIM domain only protein 7		14242.1	2145.17	1891.76			357.827				2551.05	9426.1		1877.03			2601.11	3700.92	2368.3		2494.14	1947.8			1934.17			1629.09				1886.67				14803.4			66589	4356.13					36133.5	6399.64	19827.7		3217.56		2717.25		2506.81								6540.03			3233.33		3282.83	2977.71	3791.78	3631.67			4037.28	4111.81	4152.09	1899.71		770.414	1792.04	1721.61				3584.83	6480.32			2916.35		3018.54	2260.56		2513.93	3486.82	41280.5	3726.88		2831.81		1603.18	3975.1		3361.51
Q8WWM7	Q8WWM7	ATX2L_HUMAN	ATXN2L	Ataxin-2-like protein	808.76			1023.28		2561.72			809.815						1023.23					1427.96				1274.73	1652.43			1702.8	1040.96									1089.74			1754.56							939.511	1555.67	1326.84			1636.53		3195.68				2743.5				1066.06	1714.84			1500.29	783.892	1837.49	701.543		405.854	1703.18							1071.69	742.678	595.48	908.708		1079.25		1133.19		835.305	1188.13		1797.2				568.17		898.564		1083.35	805.198	762.149
Q8WWV6	Q8WWV6	FCAMR_HUMAN	FCAMR	High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor	731.415		607.999		815.587							1305.64						470.111	969.571	382.194		741.417																			856.01												430.038					465.166							660.134		355.497			635.333												340.934	777.202				753.93		860.418				332.659					738.943				
Q8WWZ8	Q8WWZ8	OIT3_HUMAN	OIT3	Oncoprotein-induced transcript 3 protein	369.933	323.512	181.852	304.139	322.24				388.448	107.78	324.48	439.794	544.203		293.604	449.704		154.228	220.378	321.754			389.024	144.995	159.837	444.152		171.793		317.017		168.962	133.123			54.7029	186.74			230.097	414.105	458.14				257.715		525.967	431.306	410.467	366.675	262.279	444.754		343.411	111.589	497.414	490.68	245.735	251.308	505.659	404.016	164.918	514.331	421.774	214.355	374.93	510.761	300.212	407.155	658.223	579.005	453.628			229.04	80.1545	84.8246	232.899	395.163	276.951	513.924	379.675	393.915	560.233	423.024	447.454	317.527	642.087	169.594	443.478	300.752	159.417		169.39	152.655	406.503	224.633	403.645	363.242	379.889	480.22
Q8WXD2	Q8WXD2	SCG3_HUMAN	SCG3	Secretogranin-3	6433.31	2782.97	12067.8	11502.5	23875.9	17076.5	6914.87	9476.9	2365.39	13184.2	6847.61	16206.5	13404.4	16613.6	13049.8	7435.9	15275.1	8693.31	16712.6	12558.7	17160.9	16554.2	6790.85	24896.1	7979.74	7226.43	9242.53	17905.1	22536	10166.7		6198.14	5098.37	14727.7	14600.5	10761.6	15713.3	14512.7	16461.9	11343	14132.7	16504.3	26759.4	19719.6	19206.7	22149.4	17898.6	11594.9	9947.44	3483.1	3979.54	7514.2	6842.68		7874.35	4915.51		12911.4	10307	5700.17	7273.69		12036.9		5915.72		3651.4	4915.9	4213.56	10068	3396.91		5583.61	7939.41	3769.42		7757.81	5331.26	5149.85	6809.58	8131.47	9336.26	2442.37	3072.19		2858.22	6418.43	8684.77	8119.03	6948.39	8613.69	3706.91		9279.14	6621.57	3911.5	4978.06	13573.3	7390.93	14930.6	10909.6	
Q8WXG6	Q8WXG6	MADD_HUMAN	MADD	MAP kinase-activating death domain protein	6167.45	2796.01				3238.03		2684.34			4612.49		29784.6	3782.3	6019.2					2744.45				895.16	3778.03					1018.17			2582.45	1246.7			2846.16				1895.76							9866.21	439.764				5597.61		4761.42	1882.36	22428.8		6437.3		1379.52	5291.18					3907.7	6896.18	2012.36			2659.32		17618.1			1374.49		3149.21	4032.09	7576.51	232.765	4723.9		5621.68	3608.07	3746.75		3088.48	3868.39			9188.9						4001.63	2520.55		5118.13
Q8WXI7	Q8WXI7	MUC16_HUMAN	MUC16	Mucin-16	3963.86	7866.59	3836.93	2867.97	9268.15	8165.48	3514.69	4133.11	4580.75	4631.82	5474.62	5131.45	2575.87	4280.23	1677.94	2686.45		4838.49	1994.98	1381.82	4775.74	4692.37	6212.32	3201.39	5546.66	4735.57	3403.73	2501.95	2095.49	4754.78		2330.33	2523.1	2501.74	9596.8	3921.57	1825.81	5975.96	7293.08	4009.78	9263.83	2516.53	5434.16	3174.91	2088.53	2593.04	4143.58	6614.06	7166.69	9343.92	3257.34	7593.92	7167.46		5631.09	4551.61	4332.39	1362.98	5975.89	7414.01	9762.49	13820.2	8276.66	3815.19	5493.75	8770.11	4071.06	11327.9	12589.9	5040.07	10271.8	8036	11725.8	3777.72	3409.35	5785.53	3818.32	6519.36	7990.49	9605.29	6213.22	7336.74	7236.41	11134.6	14465	5466.77	4572.57	7250.05	10084.5	9220.34	8881.02	6977.97	12077.9	10071.1	8252.24	5463.03	6619.62	5609.13	9727.9	5138.49	6275.66	7981.57
Q8WXX0	Q8WXX0	DYH7_HUMAN	DNAH7	"Dynein heavy chain 7, axonemal"	37532.9	18861.7	40406.5	70885.4	64691.6	34735.1	65404.4	36997.1	42021.4	52658.3	19372.3	36373.1	51690.1	42058.6	57999.5	30913.3	31318.8	35128.2	20669.8	27884	25809.9	26244.7	20106.3	25500.7	47306.9	29157.2	38994.3	31177.1	24120.6	17849.6	66867.6	12467.8	22841.8	22712.4	25694.7	14440.7	36439.7	12668	17116.8	7450.47	23303	6401.1	4382.91	21064.2	5077.48	13727.5	21889.9	11467.9	16852.2	11271	14257.4		5222.53		9481.38	10827.5	8325.79	15074.6	13392.8	7199.38	11061.6	4650.73	6088.09	3775.39	4714.4	7135.01	13439.9	9714.62	3954.18	12986.7	7640.62	5605.84	4947.45	9809.97	4119.51	4296.89	10538	15024.3	973.322	5311.17	11875.7	6109.06	3716.77	1273.1	4751.79	7326.63	8483.9		6027.96	8601.65	7280.29	1996.13	1569.69		3102.96			4421.21	45554.8	23998.7	7642.6	4850.77
Q8WZ42	Q8WZ42	TITIN_HUMAN	TTN	Titin	45025.1	30543.5	31595.6	54035.1	22152.3	38622.1	47915.2	28226.8	32332.6	27334.5	37651.5	26065.9	62195.1	29224.5	27321.2	45150.8	30967.9	60254.9	31775	42109.1	61939.5	46543.2	29358.2	25746.5	36018.8	31555	29312.6	31598.4	77909.9	31977	132164	29460.5	31534	67321	33736.4	117537	31335.3	37791.9	37204.2	34872.6	23377	72338.4	57657.8	26144	81260.6	45796	39800.2	28045	33183.7	67827	29707.4	64004.6	19098.8	211766	54241.2	18664	28799.3	36911	30188.6	46068.7	29602.3	47440.3	25351.6	25786.5	19218.5	25338.9	30596.6	41936.3	30190.4	29223	31201.9	52932.5	34592.8	46534.5	32320.4	29090	22620.7	30579.4	15582.1	31543.8	36195.7	30831	28313.9	28492.9	70656.5	30588	29965.2	29144.9	28205.9	46250.7	47036.8	24956.5	36288.4	28468.4	46868.1	37237.6	26875	31506.9	34486.1	33394.9	44037.4	34320.1
Q8WZ75	Q8WZ75	ROBO4_HUMAN	ROBO4	Roundabout homolog 4	1099.01	1486.72	1143.76	1139.1	1114.02	784.548	998.689	890.527	1236.16		744.416	772.664	977.284	663.204	508.284	1537.87	888.664	865.268	1190.78	797.364	706.941	653.814	1000.41	639.881	875.922	815.77	1012.29	794.058	649.088	1066.29		735.171	697.656	1039.38	610.973		676.926	1404.33		621.42	1217.6	582.826		888.641		885.052		1771.18	1092.23	1171.25	1557.75	1249.11	1190.79		1020.91	935.388	1509.4	1356.81	970.747	840.704	1090.85	885.046		1057.92	832.212	1094.71	1194.79	1054.3	938.945	1248.59	883.693	1126.91	789.464	1026.78	1425.41	769.133	974.195	606.125	627.501	600.968	714.785	1575.93	1615.49	992.421	980.104	1063.88	1222.67	883.17	1102.68	918.238	912.555	756.785	1406.95	1132.02	1206.58	1167.84	883.382	904.644	938.697	936.731	1138.6	851.856
Q92187	Q92187	SIA8D_HUMAN	ST8SIA4	"CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase"	479.598		982.786	720.519	707.842			364.96		1413.23	652.826	1036.8				833.579		646.599	345.472	553.378		567.897		701.171				547.332		1180.39			660.137	948.655				731.159			553.662							693.118	438.685	891.481	438.925					669.341	1098.38	652.787		862.456						1050.52	761.408				661.377	548.753						916.045				695.547		977.902	1003.91	636.078	978.89	1375.5			825.13								492.597	605.529		
Q92484	Q92484	ASM3A_HUMAN	SMPDL3A	Acid sphingomyelinase-like phosphodiesterase 3a	1578.65	1858.61	1468.6	1099.5	919.351	912.589	1442.14	1884.08	824.581	1089.46	841.662	1472.97	1854.56	662.734	789.389	735.554	1122.86	949.55	1094.76	1260.05	1307.22	1604.57	1722.07	2081.27	747.463	887.889	1044.43	1410.37	1004.32	1640.19		885.334	1133.58	642.737	1392.58	998.142	1046.87	446.014	1009.23	1124.59	2117	719.188		798.355		1255.19	1177.74	768.751	1028.83	1470.14	876.231	790.302	1279.08		1498.02	1225.1	1489	1066.28	1413.39	1202.95	1078.46	1183.13	1371.41	1305.94	1218.35	927.408	988.234	2004.4	867.419	1119.49	1053.61	954.837	1010.34	1844.29	1155.05	667.848		1218.86	1021.33	957.448	1647.75	836.736	670.755	1130.43	1457.05	873.191	1481.5	1169.82	1840.64	1500.02	991.988	2164.5	1205.04	1631.79	1434.83	1509.92	1315.99	911.111	1239.75	1287.11	988.95	1310.27
Q92503	Q92503	S14L1_HUMAN	SEC14L1	SEC14-like protein 1		4761.84	1241.61		939.562						5136.11	2668.48				1143.59					251.084	298.28	3262.91			201.906										1448.95			1193.27								1212.41	1216.79					3462.88						720.987		1992.63	3451.57		573.508	676.87			1318.82	657.495						859.252	745.098			1325.9	824.937				1706.54	388.5			1361.3		473.355			2577.07	1281.54			739.281	1526.29			3413.62	
Q92522	Q92522	H1X_HUMAN	H1-10	Histone H1.10			1935.34	1326.98		1092.05	1206.08		1380.62	1970.22	6217.77	1242.03				1881.79	863.895	996.278	1724.43		1048.99	1747.76	1473.25	665.951	1365.66	1672.01	869.946	1270.53	1190.28	2256.04				643.957	2458.6	1131.13	1343.91			1548.62	20967.1		674.537	1260.16		774.392	833.011	2233.31			652.383	3050.63	1035.54		1218.18	1495.12		951.856			930.842	1837.76	2935.97	1804.73	1166.8	3140.33	1760.43			1384.75			1028.44	1281.49		3356.74	11707.2	1692.94	1914.84	1074.6	1824.86	1321.11		1688.38	1717.92	2464.52	715.259				1026.55	1207.27	2396.79	792.967		1509.87		2749.57	1376.15	1000.1	1727.42	1479.27
Q92572	Q92572	AP3S1_HUMAN	AP3S1	AP-3 complex subunit sigma-1	244.401	1429.14	997.727	436.844		3348.08		614.223	509.509				941.649		2441.74			957.973		1869.03	793.469				1490.42			2129.01	931.417							1751.52			6185.06		960.379				2742.93	1180.85	2791.63	666.937	1666.33	712.067			689.093		3302.89			2324.45	838.674	653.186	661.934	1495.19	1138.49	2203.87			2087.73	759.357		798.261			712.076							921.887	823.898	473.219			600.631		1324.48		431.394	1541.62		2159.31							521.05	919.899	1526.79	
Q92576	Q92576	PHF3_HUMAN	PHF3	PHD finger protein 3	62126	95206.2	96205.6	60036.5	80442.7	73047.3	64716.6	73118.3	58618.9	51398	95375.6	115979	61219.2	128469	75957.1	101589	96375.4	71974.5	107322	89011.9	98774.9		119497		85809.6	95806.4	87394.5	86751.9	106163	111268		102699	93401	126973	117044	77114.8	102475	131048	96248.6		68600.8	118440	272190	139920	115050	114204	105886		40535.5	78657.9	40599.7	68912.8	68271.8		134062	302490	99501	127902		72864.8	96833.8	96978.2	95437.2	89517.6	91864.6	90561.5	67799.9	90722.1	100550	76803	92652.7	91026.5	67971.2	99353	35790	113017	48799.6	61297.8	66400.7	73665.2	62687.5	64882.2	94646	94670.3	86129.9	107487	69652.2		72176.8	73358	86645.8	83823	90941.1		75623.7		108505		69320.8	106133	80468.2	87886
Q92597	Q92597	NDRG1_HUMAN	NDRG1	Protein NDRG1											349.629																																																																	1757.19	3422.1	277.876																								
Q92608	Q92608	DOCK2_HUMAN	DOCK2	Dedicator of cytokinesis protein 2						789.228			310.814		233.949			268.326	251.331													334.12					188.459			103.399					16102.4		148.176										1051.69								1110.63		852.941				194.978				212.343							378.218							592.831	237.827	130.349			520.973					173.934		100.131	1908.68				915.523
Q92609	Q92609	TBCD5_HUMAN	TBC1D5	TBC1 domain family member 5		1480.5				1639.48									1940.71					1684.06					1309.33			1108.49													683.516								1001.36						2919.27				1194.89	757.721			1441.83	1856.52	771.058		1191.12													855.27	887.878						1042.49		325.92			1613.68				659.492		346.972	341.895	1317.04		
Q92610	Q92610	ZN592_HUMAN	ZNF592	Zinc finger protein 592						156.042															218.876							37.36																				230.66							532.987						276.992			369.893			371.831						304.937							455.334		83.1897																199.028				
Q92619	Q92619	HMHA1_HUMAN	ARHGAP45	Rho GTPase-activating protein 45		8812.31		2105.91		15524.6		1495.16	3682.42		906.433		1334.47		7578.37	647.206	1115.28	6179.99		6806.29	4424.49	744.715			7692.36	882.155	2763.57	5809.02	2988.32	756.132		791.885				3121.39	1232.6	1409.57		1708.71	4658.56		1278.58	2510.05				4300	5953.68	4796.35		1296.4	13171.4		18752.8	971.331			10047.5	2959.55	3689.6		8514.64	14639.8	3305.97	586.699	17058.5	1880.71	3572.8	1071.01	3962.65	550.535	3964.8		962.047	772.874		1440.03		8076.69	5319.84	1772.92	3553.35	815.991	3726.79	2769.12	7927.1	276.9	1683.25	6945.58	1091.11	19736			1755.87	2752.09	2525.32	5626.58	3775.53	2603.7	3396.84	3760.4
Q92625	Q92625	ANS1A_HUMAN	ANKS1A	Ankyrin repeat and SAM domain-containing protein 1A		808.871				483.602									784.193					735.09					413.646															156.158									453.258	230.372			640.488		874.632				470.157				442.516	1150.44			1003.93				387.1									926.152							510.493			575.212		1473.89									345.674	
Q92626	Q92626	PXDN_HUMAN	PXDN	Peroxidasin homolog	396.168	389.834	954.653	486.193	1203.14	363.11		543.148	722.995		549.647				596.539	731.136		866.88	1129.83		3784.59	598.991			880.943		1120.26		1324.08			358.316		744.316		3342.78	1003.93				1006.7									512.303			700.872		659.119	498.424	665.53	447.592	657.151	578.961	1285.23	680.194	2654.92	612.339	2678.93	631.719	718.5	480.408		642.516	826.152	585.29	439.667		445.543	481.618	183.641	632.82	454.852	1116.01	4768.29	398.283	659.228	652.49	700.93	1237.1	765.27	526.896		550.027	347.903	263.374	669.039			847.879	459.693	4376.19	751.052	784.507		701.753
Q92673	Q92673	SORL_HUMAN	SORL1	Sortilin-related receptor	1486.6	2077.76	1007.85	2117.18		1156.87	2223.74	1461.81	1894.52	5022.23	1821.08	2139.48	5292.8	3429.84	7473.31	1885.56		7347.94	1171.6	1589.38	3685.89	1886.77	3525.15	5211.43	2227.78	5339.08	7535.38	1337.35	1555.3	1517.5		1818.08	5076.75	3773.1		2956.77	4496.33	832.559	1452.94	1200.81	1007.31	3030.46	1727.33	3925.04	1857.23	2113.61	1747.86	9479.83	4900.21	2439.87	3361.41	5711.8	2463		1482.87	1613.27	2286.02	1770.07	2839.17	2382.47	1175.24	1960.8	993.559	1974.5	1094.49	1840.71	3158.62	2254.35	1999.31	1709.07	4415.76		2419.53	1803.82	2298.09	1362.39	656.355	3871.07	3148.3	1656.48	2596.72	1184.05	1171.19	2222.75	1888.75	1436.46	3531.52	1523.58	1739.94	4904.42	4270.34	6251.07	2742.19	463.131	2306.91	1975.68	1437.23	2655.74	1519.85	2835.97	3840.43	2454.15
Q92686	Q92686	NEUG_HUMAN	NRGN	Neurogranin	1412.27	50455.9	1302.22	13520.4	3339.63	82622	1231.07	10062.6	15150.9	3802.66	8229.38	2034.24	11416.8	5385.32	59451.8	7102.19	26218.8	23698.7	5526.31	50444.2	50994.7	6256.67	5737.26	7474.19	61392.6	7523.27	14084.3	34276.1	19838.1	4539.12		3353.06	2795	991.701	2059.19	32926	20942.8	8399.6	14359.2	8427.84	6972.35	7818.67	1264.76	25883	676.428	2007.78	3207.84	29088.9	39818.7	18361.4	1338.86	8000.94	88271.8		65138.4	10701.6	3705.75	4341.24	56072.2	14214.4	69973	1136.76	49302.5	93687.6	11249	4011.89	105986	7591.97	49986.8	11119.7	24425.3	2733.97	28067.5	3241.53	3533.32	16721.4	1153.16	49071.4	1527.84	97843.2	26036	9595.88	20720.6	1739.64	22418.5	16347.4	44285.5	1885.15	12683.8	33514.5	10461.1	141854	750.353	521.326	10899.8	19329.5	10683.7	23685.3	27532	23695.6	26408.9	24405.3
Q92743	Q92743	HTRA1_HUMAN	HTRA1	Serine protease HTRA1	205.017		333.246	256.819				508.589	222.707		304.254					503.59		418.389	487.952			871.055				501.289	625.185		159.061	394.684				486.643				366.37		510.525		644.404				259.201				213.871		368.2			300.543					362.565			280.369					311.924	183.948	294.487			361.131				306.329	399	224.416		208.508	198.426	533.85	336.442	355.131	361.889		334.286			239.493		208.999		433.118			397.64	294.357		485.326	219.506
Q92794	Q92794	KAT6A_HUMAN	KAT6A	Histone acetyltransferase KAT6A	17334.3	27535.8	19568	19256.1	14387.3	20754.6	19958.2	16290.5	18729.5	13911.6	15584.8	18140.4	15760.2	21404.8	10620.1	22566.3	22149.9	19114.6	9883.1	12154.1	18463	11316.3	20608.5	12137.5	15609.4	15627.9	21431.5	14344.2	11158.3	15948.9		20379.6	19106.5	7771.15	19550.5	17509.2	11578.1	22332.6	27694.5	10010	11050.5	19889.6	16497.1	14738	23839.9	13429.5	15469.8	30992.2	26904.8	32581.4	37959	31222.9	21245.1	273550	24192	23938.3	27702.9	21770.8	33704.4	21452.4	26256.6	25880.2	25597.7	26133.1	25358.9	27952.9	30080.4	41306.5	32987	19886.5	22949.9	22244.2	25560.2	23991.2	22670	6226.37	6598.34	17460.4	31500.7	22925.1	19630.8	22900	25502.7	27838.6	28349.9	30778.8	36220.5	25669.4	24959.1	22954.8	24697.9	19522.8	27085.4	24754.8	30286.7	25623	23743.5	25053.2	18187.3	16509.1	30375.1	22758.3
Q92797	Q92797	SYMPK_HUMAN	SYMPK	Symplekin	45310.6	45824.1	59822.2	66608.7	135848	87957	101214	90867.5	105318	99639.1	73816.7	85953.3	85019.6	96578.8	44966.5	119389	121532	148559	166433	103274	86592.5	93450.4	185179	141335	82013	139052	83848.4	144516	169228	174605		118409	89933.8	103239	113147	100458	71116.1	136599	68120.9	170560	34873.3	140654	135998	103666	152892	81036.7	90372.8	109615	90342.1	85254.5	51515.7	93451.3	48028.6		59876.3	72292.5	63289.3	63098.2	71351.9	75092.6	48883.8	77713.1	77594.2	71449	82083.4	95941	83724.6	83259	101935	64862	113310	89567.6	63474.1	122910	52096.3	34499	28644.9	36187.6	37021.7	67149.6	58963.7	65844	68935	43676.5	50256.3	34866.4	51834.4	72454.8	49384.6	79417.9	50528.5	41091	55144.8	54212.2	60930.6	130580	51153.7	74887.4	51904.6	73112	93903.4	54385.5
Q92817	Q92817	EVPL_HUMAN	EVPL	Envoplakin																																																																		777.608																																				
Q92820	Q92820	GGH_HUMAN	GGH	Gamma-glutamyl hydrolase	7266.78	5191.68	5305.23	3933.78	4234.95	6185.68	7921.5	4641.82	5344.13	9123.22	5460.27	7043.92	4915.42	5124.32	4483.98	6665.33	5011.51	3390.99	6172.69	6536.97	5853.52	5069.13	5297.64	5424.11	7899.73	6644.82	6521.7	4153.57	4655.73	6144.21	4880.3	2990.76	5360.24	4573.65	3091.48	5362.7	5019.58	4109.46	5830.83	5480.28	8200.36	3355.61	4340.86	3110.35	4665.61	5439.53	5346.04	3872.71	6332.15	5159.19	7593	2654.68	5737.19		2939.94	5802.11	5978.65	3731.43	6789.71	5853.48	5057.06	3026.13	3060.44	4263.17	6660.97	3229.14	7479.51	6749.72	4530.1	4003.35	4768.81	4651.86	3972.79	7768.54	5594.29	3822.1	2411.5	5502.82	2048.21	3668.7	4384.02	2407.71	5908.76	5001.65	6338.11	7103.41	9281.07	4173.7	6419.52	5352.78	4078.68	5830.67	5470.21	2833.41	6445.21	6288.97	6357.19	2947.33	5622	5284.82	5150.16	5362.9
Q92823	Q92823	NRCAM_HUMAN	NRCAM	Neuronal cell adhesion molecule	830.937	712.404	796.942	1025.07	569.515	478.507	649.101	3317.84	603.002	345.004	1006.06		542.877	255.165	365.111	474.644	599.505	320.814	569	502.173	810.137	582.735	563.659	594.704	661.683	443.549		388.605	586.934			516.361	356.083			530.425	438.574		691.73	517.381	644.305				1182.57			460.961	758.99	574.956	696.289	501.75	720.582				443.181	1012.3	383.607	402.763	648.586	619.35		622.367	556.672	505.285	1031.56	612.375	630.262	461.385	479.154	673.18	511.036		1975.06	1284.38	7063.81	2961.65	1142.44	886.32		540.065	694.71	425.155	662.329	563.973	621.293	802.082	526.414	466.788			628.588			1163.12		562.789	1224.5			372.935
Q92824	Q92824	PCSK5_HUMAN	PCSK5	Proprotein convertase subtilisin/kexin type 5	1236.21		872.826	737.2	1140.75	553.706		667.935	659.747	570.846	228.206	756.39	992.913	1055.69	351.633	822.326	697.458	863.763	834.59	838.664	510.355	772.634		1078.51	772.754	962.645	1854.28		618.133	659.376		378.459	839.34	1138.42			614.888	619.641		1034.74	1344.67	816.795		648.414		478.616		666.904	726.191	562.057	669.641	890.242	182.537		875.946	1374.41	475.099	535.616	814.216	1040.42	907.109	647.011	442.584	577.097	586.313	707.536	289.673	974.823		747.451	1225.48	714.717	517.529		430.512			287.298		705.687	1133.39	1020.37	1187.17	586.281	762.861	837.734		580.854	782.258	791.609	843.374	1249.73	695.637		600.733	363.624	967.638	1223.86	765.712	1052.3	985.792	767.202
Q92835	Q92835	SHIP1_HUMAN	INPP5D	"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1"	2680.49	3382.94	2739.54	3906.28	8286.47	3553.2	3706.96	4063.77	2799.46	81002.1	4234.19	3591.55	3431.32	6448.7	6881.54	2854.46	12669.8	95613.9	5421.76	5219.73	9900.65	5048.04		23019.4	4598	2516.71	5527.59	13839.2	11795.3	4204.38		3980.11	5123.4	5514.88	56778.1	19712.9	72519.5	6478.97	4493.35	3954.25	24365.3	5060.14	32729.3	12179.4	8609.13		5965.1	3087.9	3384.51	2862.22	2811.58	4499.46	3281.31	222292	4021.91	2657.26	3049.77	3004.56	4617.6	3947.98	4083.88	3426.18	15461.4	4098.06	3104.49	3514.02	5473.25	3186.01	4894.96	2563.41	4430.84	5915.35	4505.29		2313.59			4574.95	2993.95	5817.26	11103	3187.73	2667.57	1915.63		3212.48	4852.3	2344.02	3964.67	4227.81	3418.98	6608.36	2166.93	3730.62	3860.44	2832.84	4584.62	12677	10594.6	14627.3	13399.8	7256.4
